Dates,Price,Destination,HotelName,InviaCode,Operator,MealType
"1.10. - 8.10.
							(8 dní)",11860,Kreta,Lisa Mari,8550,Fischer,All Inclusive
"30.9. - 7.10.
							(8 dní)",12759,Kreta,Apartmány Blue Sea,111778,Travel 2002,Bez stravy
"1.10. - 8.10.
							(8 dní)",21819,Kreta,Mikri Poli,29161,Neckermann CZ,All Inclusive
"1.10. - 8.10.
							(8 dní)",22241,Kreta,Sirens Beach,9084,Čedok,All Inclusive
"29.9. - 6.10.
							(8 dní)",15330,Kreta,Zafiria,9731,Greece tours,Snídaně
"30.9. - 7.10.
							(8 dní)",15200,Kreta,Zafiria,9731,,Snídaně
"1.10. - 8.10.
							(8 dní)",12890,Kreta,Zafiria,9731,Greece tours,Snídaně
"30.9. - 7.10.
							(8 dní)",13680,Kreta,Xidas Garden,9721,My Planet (Travel Planet),All Inclusive
"1.10. - 8.10.
							(8 dní)",13690,Kreta,Xidas Garden,9721,Electra Tours,All Inclusive
"30.9. - 7.10.
							(8 dní)",16791,Kreta,South Coast - aparthotel,23969,Travel 2002,All Inclusive
"30.9. - 7.10.
							(8 dní)",15063,Kreta,South Coast - aparthotel,23969,Travel 2002,Polopenze
"25.8. - 1.9.
							(8 dní)",20975,Kreta,Aktia Villas,105637,Čedok,All Inclusive
"26.8. - 2.9.
							(8 dní)",31040,Kreta,High Beach,21808,Solvex SK,All Inclusive
"27.8. - 3.9.
							(8 dní)",26221,Kreta,High Beach,21808,Firo Tour,All Inclusive
"25.8. - 1.9.
							(8 dní)",18493,Kreta,Hersonissos Maris,8293,Orex Travel,Polopenze
"26.8. - 2.9.
							(8 dní)",16480,Kreta,Hersonissos Maris,8293,My Planet (Travel Planet),Polopenze
"26.8. - 2.9.
							(8 dní)",20610,Kreta,Hersonissos Maris,8293,My Planet (Travel Planet),Plná penze
"25.8. - 1.9.
							(8 dní)",24226,Kreta,Carolina Mare (ex. Phaedra Beach),8899,Exim Tours,All Inclusive
"26.8. - 2.9.
							(8 dní)",24054,Kreta,Carolina Mare (ex. Phaedra Beach),8899,Kartago Tours SK,All Inclusive
"27.8. - 3.9.
							(8 dní)",23566,Kreta,Carolina Mare (ex. Phaedra Beach),8899,Exim Tours,All Inclusive
"25.8. - 1.9.
							(8 dní)",13690,Kreta,Anthoula Village,102734,Fischer,Polopenze
"26.8. - 2.9.
							(8 dní)",13690,Kreta,Anthoula Village,102734,Fischer,Polopenze
"27.8. - 3.9.
							(8 dní)",14518,Kreta,Anthoula Village,102734,Orex Travel,Polopenze
"27.8. - 3.9.
							(8 dní)",16382,Kreta,Ormos Atalia,29965,Alexandria,Polopenze
"25.8. - 1.9.
							(8 dní)",23291,Kreta,Miramare Resort,29640,Exim Tours,All Inclusive
"25.8. - 1.9.
							(8 dní)",21116,Kreta,Miramare Resort,29640,Exim Tours,Polopenze
"26.8. - 2.9.
							(8 dní)",21194,Kreta,Miramare Resort,29640,Aeolus,All Inclusive
"25.8. - 1.9.
							(8 dní)",15104,Kreta,Atali Village,7911,Orex travel SK,All Inclusive
"27.8. - 3.9.
							(8 dní)",14974,Kreta,Atali Village,7911,Orex Travel,All Inclusive
"22.9. - 29.9.
							(8 dní)",13010,Kreta,Creta Verano (ex. Cosmopolit),100479,Pantour,All Inclusive
"23.9. - 30.9.
							(8 dní)",13020,Kreta,Creta Verano (ex. Cosmopolit),100479,,All Inclusive
"24.9. - 30.9.
							(7 dní)",13890,Kreta,Creta Verano (ex. Cosmopolit),100479,Fischer,All Inclusive
"22.9. - 29.9.
							(8 dní)",9990,Kreta,Elpida,23359,Pantour,Snídaně
"22.9. - 29.9.
							(8 dní)",9190,Kreta,Elpida,23359,,Bez stravy
"22.9. - 29.9.
							(8 dní)",11390,Kreta,Elpida,23359,Pantour,Polopenze
"23.9. - 30.9.
							(8 dní)",13640,Kreta,Horizon Beach Hotel,54449,Fischer,All Inclusive
"23.9. - 30.9.
							(8 dní)",21230,Kreta,Horizon Beach Hotel,54449,My Planet (Travel Planet),Polopenze
"24.9. - 30.9.
							(7 dní)",14590,Kreta,Horizon Beach Hotel,54449,Electra Tours,All Inclusive
"23.9. - 30.9.
							(8 dní)",15122,Kreta,South Coast,84308,Aeolus,All Inclusive
"22.9. - 29.9.
							(8 dní)",16390,Kreta,Sitia Beach Resort & SPA,30719,Pantour,All Inclusive
"18.6. - 25.6.
							(8 dní)",26659,Kreta,Mikri Poli,29161,Neckermann CZ,All Inclusive
"23.9. - 30.9.
							(8 dní)",16490,Kreta,Sitia Beach Resort & SPA,30719,,All Inclusive
"24.9. - 1.10.
							(8 dní)",16581,Kreta,Fragiskos,8203,Firo Tour,All Inclusive
"24.9. - 1.10.
							(8 dní)",12891,Kreta,Fragiskos,8203,Firo Tour,Polopenze
"22.9. - 29.9.
							(8 dní)",13200,Kreta,Begeti Bay,7951,Fischer,All Inclusive
"23.9. - 30.9.
							(8 dní)",13200,Kreta,Begeti Bay,7951,Fischer,All Inclusive
"24.9. - 1.10.
							(8 dní)",13200,Kreta,Begeti Bay,7951,Fischer,All Inclusive
"22.9. - 29.9.
							(8 dní)",14342,Kreta,Scaleta Beach,8745,Čedok,All Inclusive
"23.9. - 30.9.
							(8 dní)",14342,Kreta,Scaleta Beach,8745,,All Inclusive
"24.9. - 1.10.
							(8 dní)",14190,Kreta,Scaleta Beach,8745,Čedok,All Inclusive
"16.6. - 23.6.
							(8 dní)",23131,Kreta,Sirens Beach,9084,Čedok,All Inclusive
"17.6. - 24.6.
							(8 dní)",17060,Kreta,Xidas Garden,9721,My Planet (Travel Planet),All Inclusive
"18.6. - 25.6.
							(8 dní)",17090,Kreta,Xidas Garden,9721,Electra Tours,All Inclusive
"18.6. - 25.6.
							(8 dní)",12590,Kreta,Zafiria,9731,Blue Style,Snídaně
"18.6. - 25.6.
							(8 dní)",14290,Kreta,Zafiria,9731,Blue Style,Polopenze
"16.6. - 23.6.
							(8 dní)",14050,Kreta,Porto Village,26143,Pantour,All Inclusive
"17.6. - 24.6.
							(8 dní)",14050,Kreta,Porto Village,26143,,All Inclusive
"18.6. - 25.6.
							(8 dní)",14060,Kreta,Porto Village,26143,Pantour,All Inclusive
"15.7. - 22.7.
							(8 dní)",21687,Kreta,Bali Star,7949,Brenna,Polopenze
"18.6. - 25.6.
							(8 dní)",18236,Kreta,Atali Village,7911,Alexandria,All Inclusive
"16.6. - 23.6.
							(8 dní)",15592,Kreta,Sergios,21273,Čedok,All Inclusive
"18.6. - 25.6.
							(8 dní)",15592,Kreta,Sergios,21273,,All Inclusive
"16.6. - 23.6.
							(8 dní)",24440,Kreta,SENTIDO Sun Beach,104777,Fischer,All Inclusive
"17.6. - 24.6.
							(8 dní)",24440,Kreta,SENTIDO Sun Beach,104777,Fischer,All Inclusive
"18.6. - 25.6.
							(8 dní)",24440,Kreta,SENTIDO Sun Beach,104777,Fischer,All Inclusive
"16.7. - 23.7.
							(8 dní)",32476,Kreta,Creta Maris,8055,Firo Tour,All Inclusive
"15.7. - 22.7.
							(8 dní)",32594,Kreta,High Beach,21808,Solvex SK,All Inclusive
"16.7. - 23.7.
							(8 dní)",26221,Kreta,High Beach,21808,Firo Tour,All Inclusive
"14.7. - 21.7.
							(8 dní)",21835,Kreta,Aktia Villas,105637,Čedok,All Inclusive
"16.7. - 23.7.
							(8 dní)",21835,Kreta,Aktia Villas,105637,,All Inclusive
"14.7. - 21.7.
							(8 dní)",19566,Kreta,Hersonissos Maris,8293,Orex Travel,Polopenze
"15.7. - 22.7.
							(8 dní)",18780,Kreta,Hersonissos Maris,8293,My Planet (Travel Planet),Polopenze
"15.7. - 22.7.
							(8 dní)",22370,Kreta,Hersonissos Maris,8293,My Planet (Travel Planet),Plná penze
"16.7. - 23.7.
							(8 dní)",28366,Kreta,Carolina Mare (ex. Phaedra Beach),8899,Exim Tours,All Inclusive
"14.7. - 21.7.
							(8 dní)",16328,Kreta,Anthoula Village,102734,Orex Travel,Polopenze
"14.7. - 21.7.
							(8 dní)",22721,Kreta,Miramare Resort,29640,Exim Tours,Polopenze
"14.7. - 21.7.
							(8 dní)",24991,Kreta,Miramare Resort,29640,Exim Tours,All Inclusive
"14.7. - 23.7.
							(10 dní)",29843,Kreta,Miramare Resort,29640,Solartour SK,Polopenze
"21.7. - 28.7.
							(8 dní)",17510,Kreta,Begeti Bay,7951,Fischer,All Inclusive
"22.7. - 29.7.
							(8 dní)",17510,Kreta,Begeti Bay,7951,Fischer,All Inclusive
"23.7. - 30.7.
							(8 dní)",17980,Kreta,Begeti Bay,7951,Fischer,All Inclusive
"21.7. - 28.7.
							(8 dní)",16802,Kreta,Scaleta Beach,8745,Čedok,All Inclusive
"22.7. - 29.7.
							(8 dní)",16802,Kreta,Scaleta Beach,8745,,All Inclusive
"23.7. - 30.7.
							(8 dní)",17590,Kreta,Scaleta Beach,8745,Čedok,All Inclusive
"22.7. - 29.7.
							(8 dní)",21687,Kreta,Bali Star,7949,Brenna,Polopenze
"23.7. - 30.7.
							(8 dní)",33661,Kreta,Creta Maris,8055,Firo Tour,All Inclusive
"22.7. - 29.7.
							(8 dní)",32594,Kreta,High Beach,21808,Solvex SK,All Inclusive
"23.7. - 30.7.
							(8 dní)",26651,Kreta,High Beach,21808,Firo Tour,All Inclusive
"23.7. - 30.7.
							(8 dní)",21835,Kreta,Aktia Villas,105637,Čedok,All Inclusive
"21.7. - 28.7.
							(8 dní)",20283,Kreta,Hersonissos Maris,8293,Orex Travel,Polopenze
"22.7. - 29.7.
							(8 dní)",18580,Kreta,Hersonissos Maris,8293,My Planet (Travel Planet),Polopenze
"22.7. - 29.7.
							(8 dní)",22720,Kreta,Hersonissos Maris,8293,My Planet (Travel Planet),Plná penze
"21.7. - 28.7.
							(8 dní)",28366,Kreta,Carolina Mare (ex. Phaedra Beach),8899,Exim Tours,All Inclusive
"23.7. - 30.7.
							(8 dní)",28366,Kreta,Carolina Mare (ex. Phaedra Beach),8899,Exim Tours,All Inclusive
"30.6. - 7.7.
							(8 dní)",17090,Kreta,Porto Village,26143,Pantour,All Inclusive
"1.7. - 8.7.
							(8 dní)",15870,Kreta,Porto Village,26143,,All Inclusive
"2.7. - 9.7.
							(8 dní)",17390,Kreta,Porto Village,26143,My Planet (Travel Planet),All Inclusive
"2.7. - 9.7.
							(8 dní)",20461,Kreta,Atali Village,7911,Alexandria,All Inclusive
"30.6. - 7.7.
							(8 dní)",15592,Kreta,Sergios,21273,Čedok,All Inclusive
"1.7. - 8.7.
							(8 dní)",15580,Kreta,Sergios,21273,,All Inclusive
"2.7. - 9.7.
							(8 dní)",16190,Kreta,Sergios,21273,My Planet (Travel Planet),All Inclusive
"30.6. - 7.7.
							(8 dní)",21440,Kreta,SENTIDO Sun Beach,104777,Fischer,All Inclusive
"1.7. - 8.7.
							(8 dní)",21440,Kreta,SENTIDO Sun Beach,104777,Fischer,All Inclusive
"1.7. - 8.7.
							(8 dní)",18370,Kreta,Kavros Garden,104088,Bulgariatour,All Inclusive
"1.7. - 8.7.
							(8 dní)",18370,Kreta,Kavros Garden,104088,Bulgariatour,Light All inclusive
"1.7. - 8.7.
							(8 dní)",15710,Kreta,Kavros Garden,104088,Bulgariatour,Polopenze
"30.6. - 7.7.
							(8 dní)",14896,Kreta,Astron,7557,Exim Tours,Snídaně
"30.6. - 7.7.
							(8 dní)",16691,Kreta,Astron,7557,Exim Tours,Polopenze
"30.6. - 7.7.
							(8 dní)",12890,Kreta,Gorgona,8247,Pantour,Snídaně
"30.6. - 7.7.
							(8 dní)",16790,Kreta,Gorgona,8247,,All Inclusive
"1.7. - 8.7.
							(8 dní)",16790,Kreta,Gorgona,8247,Pantour,All Inclusive
"30.6. - 7.7.
							(8 dní)",30450,Kreta,Mitsis Laguna Beach Resort & Spa,72314,Fischer,All Inclusive
"1.7. - 8.7.
							(8 dní)",30810,Kreta,Mitsis Laguna Beach Resort & Spa,72314,Greece tours,All Inclusive
"2.7. - 9.7.
							(8 dní)",31710,Kreta,Mitsis Laguna Beach Resort & Spa,72314,,All Inclusive
"10.9. - 17.9.
							(8 dní)",19161,Kreta,Fragiskos,8203,Firo Tour,All Inclusive
"10.9. - 17.9.
							(8 dní)",15471,Kreta,Fragiskos,8203,Firo Tour,Polopenze
"8.9. - 15.9.
							(8 dní)",11320,Kreta,Begeti Bay,7951,Fischer,All Inclusive
"9.9. - 16.9.
							(8 dní)",11320,Kreta,Begeti Bay,7951,Fischer,All Inclusive
"10.9. - 17.9.
							(8 dní)",17732,Kreta,Begeti Bay,7951,Solartour SK,All Inclusive
"8.9. - 15.9.
							(8 dní)",14342,Kreta,Scaleta Beach,8745,Čedok,All Inclusive
"9.9. - 16.9.
							(8 dní)",14342,Kreta,Scaleta Beach,8745,,All Inclusive
"10.9. - 17.9.
							(8 dní)",14950,Kreta,Scaleta Beach,8745,Čedok,All Inclusive
"9.9. - 16.9.
							(8 dní)",20151,Kreta,Bali Star,7949,Brenna,Polopenze
"9.9. - 16.9.
							(8 dní)",32574,Kreta,Creta Maris,8055,Firo-tour SK,All Inclusive
"10.9. - 17.9.
							(8 dní)",29741,Kreta,Creta Maris,8055,Firo Tour,All Inclusive
"8.9. - 15.9.
							(8 dní)",19255,Kreta,Aktia Villas,105637,Čedok,All Inclusive
"10.9. - 17.9.
							(8 dní)",19255,Kreta,Aktia Villas,105637,,All Inclusive
"9.9. - 16.9.
							(8 dní)",28612,Kreta,High Beach,21808,Firo-tour SK,All Inclusive
"10.9. - 17.9.
							(8 dní)",23791,Kreta,High Beach,21808,Firo Tour,All Inclusive
"8.9. - 15.9.
							(8 dní)",17774,Kreta,Hersonissos Maris,8293,Orex travel SK,Polopenze
"9.9. - 16.9.
							(8 dní)",17080,Kreta,Hersonissos Maris,8293,My Planet (Travel Planet),Polopenze
"9.9. - 16.9.
							(8 dní)",20260,Kreta,Hersonissos Maris,8293,My Planet (Travel Planet),Plná penze
"1.9. - 8.9.
							(8 dní)",12690,Kreta,Anthoula Village,102734,Fischer,Polopenze
"2.9. - 9.9.
							(8 dní)",12690,Kreta,Anthoula Village,102734,Fischer,Polopenze
"3.9. - 10.9.
							(8 dní)",14216,Kreta,Anthoula Village,102734,Orex Travel,Polopenze
"3.9. - 10.9.
							(8 dní)",16601,Kreta,Ormos Atalia,29965,Alexandria,Polopenze
"1.9. - 8.9.
							(8 dní)",18201,Kreta,Miramare Resort,29640,Exim Tours,Polopenze
"1.9. - 8.9.
							(8 dní)",20376,Kreta,Miramare Resort,29640,Exim Tours,All Inclusive
"2.9. - 9.9.
							(8 dní)",19193,Kreta,Miramare Resort,29640,Solartour SK,Polopenze
"1.9. - 8.9.
							(8 dní)",14331,Kreta,Atali Village,7911,Orex travel SK,All Inclusive
"3.9. - 10.9.
							(8 dní)",14433,Kreta,Atali Village,7911,Orex Travel,All Inclusive
"1.9. - 8.9.
							(8 dní)",16351,Kreta,Lisa Mari,8550,Exim Tours,All Inclusive
"2.9. - 9.9.
							(8 dní)",13720,Kreta,Lisa Mari,8550,Fischer,All Inclusive
"2.9. - 9.9.
							(8 dní)",12300,Kreta,Lisa Mari,8550,Fischer,Polopenze
"2.9. - 9.9.
							(8 dní)",12183,Kreta,Apartmány Blue Sea,111778,Travel 2002,Bez stravy
"2.9. - 9.9.
							(8 dní)",34823,Kreta,Mikri Poli,29161,Firo-tour SK,All Inclusive
"3.9. - 10.9.
							(8 dní)",28520,Kreta,Mikri Poli,29161,Neckermann CZ,All Inclusive
"1.9. - 8.9.
							(8 dní)",25801,Kreta,Sirens Beach,9084,Čedok,All Inclusive
"3.9. - 10.9.
							(8 dní)",25801,Kreta,Sirens Beach,9084,,All Inclusive
"23.6. - 30.6.
							(8 dní)",14290,Kreta,Sergios,21273,Pantour,All Inclusive
"24.6. - 1.7.
							(8 dní)",14310,Kreta,Sergios,21273,,All Inclusive
"25.6. - 2.7.
							(8 dní)",14890,Kreta,Sergios,21273,My Planet (Travel Planet),All Inclusive
"23.6. - 30.6.
							(8 dní)",16156,Kreta,Kavros Garden,104088,Exim Tours,All Inclusive
"23.6. - 30.6.
							(8 dní)",14741,Kreta,Kavros Garden,104088,Exim Tours,Polopenze
"24.6. - 1.7.
							(8 dní)",17520,Kreta,Kavros Garden,104088,Bulgariatour,All Inclusive
"23.6. - 30.6.
							(8 dní)",14896,Kreta,Astron,7557,Exim Tours,Polopenze
"23.6. - 30.6.
							(8 dní)",13291,Kreta,Astron,7557,Exim Tours,Snídaně
"25.6. - 2.7.
							(8 dní)",13381,Kreta,Astron,7557,Exim Tours,Snídaně
"23.6. - 30.6.
							(8 dní)",12290,Kreta,Gorgona,8247,Pantour,Snídaně
"23.6. - 30.6.
							(8 dní)",15290,Kreta,Gorgona,8247,,All Inclusive
"24.6. - 1.7.
							(8 dní)",12290,Kreta,Gorgona,8247,Pantour,Snídaně
"23.6. - 30.6.
							(8 dní)",30450,Kreta,Mitsis Laguna Beach Resort & Spa,72314,Fischer,All Inclusive
"24.6. - 1.7.
							(8 dní)",30450,Kreta,Mitsis Laguna Beach Resort & Spa,72314,Fischer,All Inclusive
"25.6. - 2.7.
							(8 dní)",30450,Kreta,Mitsis Laguna Beach Resort & Spa,72314,Fischer,All Inclusive
"23.6. - 30.6.
							(8 dní)",24290,Kreta,Knossos Beach,31225,Pantour,Polopenze
"23.6. - 30.6.
							(8 dní)",28590,Kreta,Knossos Beach,31225,,All Inclusive
"24.6. - 1.7.
							(8 dní)",24390,Kreta,Knossos Beach,31225,Pantour,Polopenze
"23.6. - 30.6.
							(8 dní)",27560,Kreta,Sentido Blue Sea Beach,52977,Greece tours,Polopenze
"25.6. - 2.7.
							(8 dní)",27560,Kreta,Sentido Blue Sea Beach,52977,,Polopenze
"23.6. - 30.6.
							(8 dní)",13390,Kreta,Apartmány Thalia,107876,Pantour,All Inclusive
"23.6. - 30.6.
							(8 dní)",10390,Kreta,Apartmány Thalia,107876,,Bez stravy
"24.6. - 1.7.
							(8 dní)",13390,Kreta,Apartmány Thalia,107876,Pantour,All Inclusive
"15.9. - 22.9.
							(8 dní)",19255,Kreta,Aktia Villas,105637,Čedok,All Inclusive
"17.9. - 24.9.
							(8 dní)",19255,Kreta,Aktia Villas,105637,,All Inclusive
"15.9. - 22.9.
							(8 dní)",17598,Kreta,Hersonissos Maris,8293,Orex travel SK,Polopenze
"16.9. - 23.9.
							(8 dní)",16080,Kreta,Hersonissos Maris,8293,My Planet (Travel Planet),Polopenze
"16.9. - 23.9.
							(8 dní)",19970,Kreta,Hersonissos Maris,8293,My Planet (Travel Planet),Plná penze
"15.9. - 22.9.
							(8 dní)",23471,Kreta,Carolina Mare (ex. Phaedra Beach),8899,Exim Tours,All Inclusive
"16.9. - 23.9.
							(8 dní)",23071,Kreta,Carolina Mare (ex. Phaedra Beach),8899,Kartago Tours SK,All Inclusive
"17.9. - 24.9.
							(8 dní)",22341,Kreta,Carolina Mare (ex. Phaedra Beach),8899,Exim Tours,All Inclusive
"15.9. - 22.9.
							(8 dní)",12690,Kreta,Anthoula Village,102734,Fischer,Polopenze
"16.9. - 23.9.
							(8 dní)",12690,Kreta,Anthoula Village,102734,Fischer,Polopenze
"17.9. - 24.9.
							(8 dní)",12690,Kreta,Anthoula Village,102734,Fischer,Polopenze
"15.9. - 22.9.
							(8 dní)",14331,Kreta,Atali Village,7911,Orex travel SK,All Inclusive
"4.8. - 11.8.
							(8 dní)",28366,Kreta,Carolina Mare (ex. Phaedra Beach),8899,Exim Tours,All Inclusive
"17.9. - 24.9.
							(8 dní)",14433,Kreta,Atali Village,7911,Orex Travel,All Inclusive
"15.9. - 22.9.
							(8 dní)",16541,Kreta,Lisa Mari,8550,Exim Tours,All Inclusive
"16.9. - 23.9.
							(8 dní)",13180,Kreta,Lisa Mari,8550,Fischer,All Inclusive
"16.9. - 23.9.
							(8 dní)",11770,Kreta,Lisa Mari,8550,Fischer,Polopenze
"16.9. - 23.9.
							(8 dní)",12183,Kreta,Apartmány Blue Sea,111778,Travel 2002,Bez stravy
"16.9. - 23.9.
							(8 dní)",34823,Kreta,Mikri Poli,29161,Firo-tour SK,All Inclusive
"17.9. - 24.9.
							(8 dní)",26714,Kreta,Mikri Poli,29161,Neckermann CZ,All Inclusive
"5.8. - 12.8.
							(8 dní)",27764,Kreta,Carolina Mare (ex. Phaedra Beach),8899,Kartago Tours SK,All Inclusive
"6.8. - 13.8.
							(8 dní)",28366,Kreta,Carolina Mare (ex. Phaedra Beach),8899,Exim Tours,All Inclusive
"6.8. - 13.8.
							(8 dní)",17381,Kreta,Ormos Atalia,29965,Alexandria,Polopenze
"4.8. - 11.8.
							(8 dní)",24223,Kreta,Miramare Resort,29640,Solartour SK,Polopenze
"4.8. - 11.8.
							(8 dní)",28001,Kreta,Miramare Resort,29640,Exim Tours,All Inclusive
"5.8. - 12.8.
							(8 dní)",21441,Kreta,Miramare Resort,29640,Aeolus SK,All Inclusive
"5.8. - 12.8.
							(8 dní)",15570,Kreta,Lisa Mari,8550,Fischer,All Inclusive
"5.8. - 12.8.
							(8 dní)",14160,Kreta,Lisa Mari,8550,Fischer,Polopenze
"5.8. - 12.8.
							(8 dní)",12183,Kreta,Apartmány Blue Sea,111778,Travel 2002,Bez stravy
"6.8. - 13.8.
							(8 dní)",31956,Kreta,Mikri Poli,29161,Neckermann CZ,All Inclusive
"4.8. - 11.8.
							(8 dní)",28026,Kreta,Sirens Beach,9084,Čedok,All Inclusive
