Dates,Price,Destination,HotelName,InviaCode,Operator,MealType
"15.7. - 22.7.
							(8 dní)",22990,Corfu,Palma Boutique,103520,,Snídaně
"15.7. - 22.7.
							(8 dní)",26790,Corfu,Palma Boutique,103520,Pantour,Polopenze
"15.7. - 22.7.
							(8 dní)",22750,Corfu,Divani Corfu Palace,58681,Electra Tours,Snídaně
"15.7. - 22.7.
							(8 dní)",26390,Corfu,Divani Corfu Palace,58681,Electra Tours,Polopenze
"15.7. - 22.7.
							(8 dní)",16190,Corfu,Dassia Beach,107430,Electra Tours,Bez stravy
"15.7. - 22.7.
							(8 dní)",17290,Corfu,Dassia Beach,107430,Electra Tours,Snídaně
"15.7. - 22.7.
							(8 dní)",20790,Corfu,Dassia Beach,107430,Electra Tours,Polopenze
"15.7. - 22.7.
							(8 dní)",12990,Corfu,Apraos Bay,107236,Electra Tours,Snídaně
"15.7. - 22.7.
							(8 dní)",12850,Corfu,Apraos Bay,107236,Electra Tours,Bez stravy
"15.7. - 22.7.
							(8 dní)",15350,Corfu,Apraos Bay,107236,Electra Tours,Polopenze
"15.7. - 22.7.
							(8 dní)",19190,Corfu,Paradise Inn,100416,Electra Tours,Polopenze
"15.7. - 22.7.
							(8 dní)",16650,Corfu,Paradise Inn,100416,Electra Tours,Snídaně
"14.7. - 21.7.
							(8 dní)",28090,Corfu,Bella Mare (Avlaki),109419,Snail Travel Int.,Snídaně
"14.7. - 23.7.
							(10 dní)",33390,Corfu,Bella Mare (Avlaki),109419,Snail Travel Int.,Snídaně
