Dates,Price,Destination,HotelName,InviaCode,Operator,MealType
"12.8. - 19.8.
							(8 dní)",32690,Corfu,Mayor Capo di Corfu (ex Aquis),70436,Electra Tours,All Inclusive
"12.8. - 19.8.
							(8 dní)",18056,Corfu,Saint George Palace,111692,Exim Tours,All Inclusive
"11.8. - 18.8.
							(8 dní)",21427,Corfu,Messonghi Beach,8657,Čedok,All Inclusive
"11.8. - 18.8.
							(8 dní)",17007,Corfu,Corfu Belvedere,24553,Čedok,All Inclusive
"12.8. - 19.8.
							(8 dní)",17111,Corfu,Corfu Belvedere,24553,,All Inclusive
"12.8. - 19.8.
							(8 dní)",15746,Corfu,Alkionis,7639,Exim Tours,Polopenze
"12.8. - 19.8.
							(8 dní)",19061,Corfu,Alkionis,7639,Exim Tours,All Inclusive
"8.7. - 15.7.
							(8 dní)",18056,Corfu,Saint George Palace,111692,Exim Tours,All Inclusive
"7.7. - 14.7.
							(8 dní)",17890,Corfu,Corfu Belvedere,24553,Blue Style,All Inclusive
"8.7. - 15.7.
							(8 dní)",16890,Corfu,Corfu Belvedere,24553,Pantour,All Inclusive
"7.7. - 14.7.
							(8 dní)",21795,Corfu,Messonghi Beach,8657,Čedok,All Inclusive
"8.7. - 15.7.
							(8 dní)",23550,Corfu,Messonghi Beach,8657,,All Inclusive
"8.7. - 15.7.
							(8 dní)",22590,Corfu,Messonghi Beach,8657,Electra Tours,Polopenze
"8.7. - 15.7.
							(8 dní)",15190,Corfu,Alkionis,7639,Pantour,Polopenze
"8.7. - 15.7.
							(8 dní)",18450,Corfu,Alkionis,7639,,All Inclusive
"7.7. - 14.7.
							(8 dní)",21551,Corfu,Aeolos Beach Resort,88557,Čedok,All Inclusive
"9.7. - 16.7.
							(8 dní)",26726,Corfu,Aeolos Beach Resort,88557,,All Inclusive
"8.7. - 15.7.
							(8 dní)",18716,Corfu,Blue Princess Beach,102632,Exim Tours,All Inclusive
"8.7. - 15.7.
							(8 dní)",22890,Corfu,Magna Graecia,72678,Fischer,Polopenze
"8.7. - 15.7.
							(8 dní)",24290,Corfu,Magna Graecia,72678,Fischer,All Inclusive
"8.7. - 15.7.
							(8 dní)",14090,Corfu,Vila Maria,99082,Inex,Bez stravy
"16.7. - 23.7.
							(8 dní)",21351,Corfu,Sea Garden,72202,Alexandria,All Inclusive
"15.7. - 22.7.
							(8 dní)",15890,Corfu,Nautilus,8716,Pantour,Polopenze
"15.7. - 22.7.
							(8 dní)",16960,Corfu,Nautilus,8716,,All Inclusive
"15.7. - 22.7.
							(8 dní)",16950,Corfu,Nautilus,8716,Pantour,Snídaně
"15.7. - 22.7.
							(8 dní)",29390,Corfu,Mayor Capo di Corfu (ex Aquis),70436,Electra Tours,Polopenze
"15.7. - 22.7.
							(8 dní)",32690,Corfu,Mayor Capo di Corfu (ex Aquis),70436,Electra Tours,All Inclusive
"15.7. - 22.7.
							(8 dní)",18056,Corfu,Saint George Palace,111692,Exim Tours,All Inclusive
"14.7. - 21.7.
							(8 dní)",21427,Corfu,Messonghi Beach,8657,Čedok,All Inclusive
"15.7. - 22.7.
							(8 dní)",23550,Corfu,Messonghi Beach,8657,,All Inclusive
"15.7. - 22.7.
							(8 dní)",22590,Corfu,Messonghi Beach,8657,Electra Tours,Polopenze
"14.7. - 21.7.
							(8 dní)",17007,Corfu,Corfu Belvedere,24553,Čedok,All Inclusive
"15.7. - 22.7.
							(8 dní)",16990,Corfu,Corfu Belvedere,24553,,All Inclusive
"15.7. - 22.7.
							(8 dní)",15690,Corfu,Alkionis,7639,Pantour,Polopenze
"15.7. - 22.7.
							(8 dní)",19061,Corfu,Alkionis,7639,,All Inclusive
"14.7. - 21.7.
							(8 dní)",24990,Corfu,Aeolos Beach Resort,88557,Blue Style,All Inclusive
"15.7. - 22.7.
							(8 dní)",25790,Corfu,Aeolos Beach Resort,88557,Electra Tours,All Inclusive
"16.7. - 23.7.
							(8 dní)",29591,Corfu,Aeolos Beach Resort,88557,Alexandria,All Inclusive
"22.7. - 29.7.
							(8 dní)",14454,Corfu,Pantheon Hall,63722,AGL travel (Agrolex),Polopenze
"22.7. - 29.7.
							(8 dní)",16884,Corfu,Pantheon Hall,63722,AGL travel (Agrolex),All Inclusive
"22.7. - 29.7.
							(8 dní)",15330,Corfu,Nautilus,8716,Pantour,Polopenze
"22.7. - 29.7.
							(8 dní)",17930,Corfu,Nautilus,8716,,All Inclusive
"22.7. - 29.7.
							(8 dní)",17750,Corfu,Nautilus,8716,Pantour,Snídaně
"22.7. - 29.7.
							(8 dní)",29390,Corfu,Mayor Capo di Corfu (ex Aquis),70436,Electra Tours,Polopenze
"22.7. - 29.7.
							(8 dní)",32690,Corfu,Mayor Capo di Corfu (ex Aquis),70436,Electra Tours,All Inclusive
"22.7. - 29.7.
							(8 dní)",18056,Corfu,Saint George Palace,111692,Exim Tours,All Inclusive
"21.7. - 28.7.
							(8 dní)",21427,Corfu,Messonghi Beach,8657,Čedok,All Inclusive
"21.7. - 28.7.
							(8 dní)",17007,Corfu,Corfu Belvedere,24553,Čedok,All Inclusive
"22.7. - 29.7.
							(8 dní)",17111,Corfu,Corfu Belvedere,24553,,All Inclusive
"22.7. - 29.7.
							(8 dní)",15690,Corfu,Alkionis,7639,Pantour,Polopenze
"22.7. - 29.7.
							(8 dní)",19190,Corfu,Alkionis,7639,,All Inclusive
"21.7. - 28.7.
							(8 dní)",21551,Corfu,Aeolos Beach Resort,88557,Čedok,All Inclusive
"22.7. - 29.7.
							(8 dní)",25790,Corfu,Aeolos Beach Resort,88557,,All Inclusive
"16.6. - 23.6.
							(8 dní)",17287,Corfu,Messonghi Beach,8657,Čedok,All Inclusive
"16.6. - 23.6.
							(8 dní)",15190,Corfu,Corfu Belvedere,24553,Blue Style,All Inclusive
"17.6. - 24.6.
							(8 dní)",14590,Corfu,Corfu Belvedere,24553,Pantour,All Inclusive
"17.6. - 24.6.
							(8 dní)",12420,Corfu,Alkionis,7639,Pantour,Polopenze
"17.6. - 24.6.
							(8 dní)",16850,Corfu,Alkionis,7639,,All Inclusive
"16.6. - 23.6.
							(8 dní)",18031,Corfu,Aeolos Beach Resort,88557,Čedok,All Inclusive
"17.6. - 24.6.
							(8 dní)",17961,Corfu,Blue Princess Beach,102632,Exim Tours,All Inclusive
"18.6. - 25.6.
							(8 dní)",15162,Corfu,Mimosa,35784,Alexandria,Polopenze
"16.6. - 23.6.
							(8 dní)",15002,Corfu,Magna Graecia,72678,Čedok,All Inclusive
"17.6. - 24.6.
							(8 dní)",24590,Corfu,Magna Graecia,72678,,All Inclusive
"17.6. - 24.6.
							(8 dní)",12790,Corfu,Vila Maria,99082,Inex,Bez stravy
"30.7. - 6.8.
							(8 dní)",20392,Corfu,Sea Garden,72202,Alexandria,All Inclusive
"29.7. - 5.8.
							(8 dní)",14454,Corfu,Pantheon Hall,63722,AGL travel (Agrolex),Polopenze
"29.7. - 5.8.
							(8 dní)",16884,Corfu,Pantheon Hall,63722,AGL travel (Agrolex),All Inclusive
"29.7. - 5.8.
							(8 dní)",15340,Corfu,Nautilus,8716,Pantour,Polopenze
"29.7. - 5.8.
							(8 dní)",17780,Corfu,Nautilus,8716,,All Inclusive
"29.7. - 5.8.
							(8 dní)",17750,Corfu,Nautilus,8716,Pantour,Snídaně
"29.7. - 5.8.
							(8 dní)",29390,Corfu,Mayor Capo di Corfu (ex Aquis),70436,Electra Tours,Polopenze
"29.7. - 5.8.
							(8 dní)",32690,Corfu,Mayor Capo di Corfu (ex Aquis),70436,Electra Tours,All Inclusive
"29.7. - 5.8.
							(8 dní)",18056,Corfu,Saint George Palace,111692,Exim Tours,All Inclusive
"28.7. - 4.8.
							(8 dní)",21427,Corfu,Messonghi Beach,8657,Čedok,All Inclusive
"28.7. - 4.8.
							(8 dní)",17007,Corfu,Corfu Belvedere,24553,Čedok,All Inclusive
"29.7. - 5.8.
							(8 dní)",17111,Corfu,Corfu Belvedere,24553,,All Inclusive
"29.7. - 5.8.
							(8 dní)",15746,Corfu,Alkionis,7639,Exim Tours,Polopenze
"29.7. - 5.8.
							(8 dní)",18990,Corfu,Alkionis,7639,Pantour,All Inclusive
"1.7. - 8.7.
							(8 dní)",19990,Corfu,Saint George Palace,111692,Exim Tours,All Inclusive
"30.6. - 7.7.
							(8 dní)",22715,Corfu,Messonghi Beach,8657,Čedok,All Inclusive
"30.6. - 7.7.
							(8 dní)",16990,Corfu,Corfu Belvedere,24553,Blue Style,All Inclusive
"1.7. - 8.7.
							(8 dní)",16890,Corfu,Corfu Belvedere,24553,Pantour,All Inclusive
"1.7. - 8.7.
							(8 dní)",14190,Corfu,Alkionis,7639,Pantour,Polopenze
"1.7. - 8.7.
							(8 dní)",17690,Corfu,Alkionis,7639,,All Inclusive
"30.6. - 7.7.
							(8 dní)",22871,Corfu,Aeolos Beach Resort,88557,Čedok,All Inclusive
"1.7. - 8.7.
							(8 dní)",19590,Corfu,Blue Princess Beach,102632,Electra Tours,All Inclusive
"2.7. - 9.7.
							(8 dní)",18236,Corfu,Mimosa,35784,Alexandria,Polopenze
"30.6. - 7.7.
							(8 dní)",19742,Corfu,Magna Graecia,72678,Čedok,All Inclusive
"1.7. - 8.7.
							(8 dní)",24590,Corfu,Magna Graecia,72678,,All Inclusive
"29.9. - 6.10.
							(8 dní)",9554,Corfu,Jason,54100,Solartour SK,Snídaně
"30.9. - 7.10.
							(8 dní)",22990,Corfu,Atlantica Grand Mediterraneo Resort & Spa,71043,Inex,Snídaně
"29.9. - 6.10.
							(8 dní)",30290,Corfu,Grecotel Corfu Imperial,28161,Snail Travel Int.,Polopenze
"29.9. - 8.10.
							(10 dní)",35090,Corfu,Grecotel Corfu Imperial,28161,Snail Travel Int.,Polopenze
"30.9. - 7.10.
							(8 dní)",29090,Corfu,Grecotel Corfu Imperial,28161,Snail Travel Int.,Polopenze
"29.9. - 6.10.
							(8 dní)",26190,Corfu,Grecotel Daphnila Bay Thalasso,8263,Snail Travel Int.,All Inclusive
"29.9. - 8.10.
							(10 dní)",30290,Corfu,Grecotel Daphnila Bay Thalasso,8263,Snail Travel Int.,All Inclusive
"30.9. - 7.10.
							(8 dní)",25590,Corfu,Grecotel Daphnila Bay Thalasso,8263,Snail Travel Int.,All Inclusive
"29.9. - 6.10.
							(8 dní)",10425,Corfu,Yannis (Dassia),9722,Solartour SK,Polopenze
"30.9. - 7.10.
							(8 dní)",16090,Corfu,Yannis (Dassia),9722,Inex,Polopenze
"29.9. - 6.10.
							(8 dní)",14725,Corfu,Mareblue Beach,80034,Solartour SK,All Inclusive
"29.9. - 6.10.
							(8 dní)",20690,Corfu,Corfu Holiday Palace,26937,Snail Travel Int.,Polopenze
"29.9. - 8.10.
							(10 dní)",23690,Corfu,Corfu Holiday Palace,26937,Snail Travel Int.,Polopenze
"30.9. - 7.10.
							(8 dní)",20190,Corfu,Corfu Holiday Palace,26937,Snail Travel Int.,Polopenze
"29.9. - 6.10.
							(8 dní)",7447,Corfu,Margarita,79899,Solartour SK,Bez stravy
"2.9. - 9.9.
							(8 dní)",18056,Corfu,Blue Princess Beach,102632,Exim Tours,All Inclusive
"3.9. - 10.9.
							(8 dní)",16901,Corfu,Mimosa,35784,Alexandria,Polopenze
"2.9. - 9.9.
							(8 dní)",24590,Corfu,Magna Graecia,72678,Inex,All Inclusive
"2.9. - 9.9.
							(8 dní)",12790,Corfu,Vila Maria,99082,Inex,Bez stravy
"1.9. - 8.9.
							(8 dní)",17990,Corfu,Gemini,8214,Blue Style,All Inclusive
"1.9. - 8.9.
							(8 dní)",14790,Corfu,Gemini,8214,Blue Style,Polopenze
"1.9. - 8.9.
							(8 dní)",14837,Corfu,Gemini,8214,Solartour SK,Snídaně
"2.9. - 9.9.
							(8 dní)",16166,Corfu,Saint George Garden,111685,Exim Tours,All Inclusive
"2.9. - 9.9.
							(8 dní)",17290,Corfu,Odysseus,25909,Inex,Polopenze
"2.9. - 9.9.
							(8 dní)",11650,Corfu,Blue Sea,7977,Electra Tours,Snídaně
"2.9. - 9.9.
							(8 dní)",14250,Corfu,Blue Sea,7977,Electra Tours,Polopenze
"19.8. - 26.8.
							(8 dní)",18876,Corfu,Alkionis,7639,Exim Tours,All Inclusive
"19.8. - 26.8.
							(8 dní)",15390,Corfu,Alkionis,7639,Pantour,Polopenze
"18.8. - 25.8.
							(8 dní)",18171,Corfu,Three Stars,9530,Čedok,Polopenze
"18.8. - 25.8.
							(8 dní)",21551,Corfu,Aeolos Beach Resort,88557,Čedok,All Inclusive
"19.8. - 26.8.
							(8 dní)",25446,Corfu,Aeolos Beach Resort,88557,,All Inclusive
"20.8. - 27.8.
							(8 dní)",29591,Corfu,Aeolos Beach Resort,88557,Exim Tours,All Inclusive
"19.8. - 26.8.
							(8 dní)",18721,Corfu,Blue Princess Beach,102632,Exim Tours,All Inclusive
"20.8. - 27.8.
							(8 dní)",16802,Corfu,Mimosa,35784,Alexandria,Polopenze
"18.8. - 25.8.
							(8 dní)",18557,Corfu,Magna Graecia,72678,Čedok,All Inclusive
"19.8. - 26.8.
							(8 dní)",31390,Corfu,Magna Graecia,72678,,All Inclusive
"19.8. - 26.8.
							(8 dní)",14090,Corfu,Vila Maria,99082,Inex,Bez stravy
"18.8. - 25.8.
							(8 dní)",16390,Corfu,Gemini,8214,Blue Style,Polopenze
"18.8. - 25.8.
							(8 dní)",19790,Corfu,Gemini,8214,Blue Style,All Inclusive
"18.8. - 25.8.
							(8 dní)",17985,Corfu,Gemini,8214,Solartour SK,Snídaně
"15.9. - 22.9.
							(8 dní)",13272,Corfu,Corfu Belvedere,24553,Čedok,All Inclusive
"16.9. - 23.9.
							(8 dní)",14990,Corfu,Corfu Belvedere,24553,,All Inclusive
"16.9. - 23.9.
							(8 dní)",16290,Corfu,Alkionis,7639,Pantour,All Inclusive
"16.9. - 23.9.
							(8 dní)",12790,Corfu,Alkionis,7639,,Polopenze
"15.9. - 22.9.
							(8 dní)",18031,Corfu,Aeolos Beach Resort,88557,Čedok,All Inclusive
"16.9. - 23.9.
							(8 dní)",20963,Corfu,Aeolos Beach Resort,88557,,All Inclusive
"16.9. - 23.9.
							(8 dní)",17350,Corfu,Blue Princess Beach,102632,Electra Tours,All Inclusive
"17.9. - 24.9.
							(8 dní)",16456,Corfu,Mimosa,35784,Alexandria,Polopenze
"16.9. - 23.9.
							(8 dní)",28456,Corfu,Lti Grand Glyfada,8565,Exim Tours,All Inclusive
"15.9. - 22.9.
							(8 dní)",15397,Corfu,Magna Graecia,72678,Čedok,All Inclusive
"16.9. - 23.9.
							(8 dní)",22290,Corfu,Magna Graecia,72678,,All Inclusive
"16.9. - 23.9.
							(8 dní)",12490,Corfu,Vila Maria,99082,Inex,Bez stravy
"23.9. - 30.9.
							(8 dní)",14890,Corfu,Alkionis,7639,Pantour,All Inclusive
"23.9. - 30.9.
							(8 dní)",11290,Corfu,Alkionis,7639,,Polopenze
"23.9. - 30.9.
							(8 dní)",14181,Corfu,Blue Princess Beach,102632,Exim Tours,All Inclusive
"24.9. - 1.10.
							(8 dní)",14752,Corfu,Mimosa,35784,Alexandria,Polopenze
"22.9. - 29.9.
							(8 dní)",15397,Corfu,Magna Graecia,72678,Čedok,All Inclusive
"23.9. - 30.9.
							(8 dní)",21390,Corfu,Magna Graecia,72678,,All Inclusive
"23.9. - 30.9.
							(8 dní)",11590,Corfu,Vila Maria,99082,Inex,Bez stravy
"22.9. - 29.9.
							(8 dní)",14809,Corfu,Gemini,8214,Solartour SK,Polopenze
"22.9. - 29.9.
							(8 dní)",15708,Corfu,Gemini,8214,Solartour SK,All Inclusive
"22.9. - 29.9.
							(8 dní)",12954,Corfu,Gemini,8214,Solartour SK,Snídaně
"23.9. - 30.9.
							(8 dní)",14181,Corfu,Saint George Garden,111685,Exim Tours,All Inclusive
"23.9. - 30.9.
							(8 dní)",21890,Corfu,Mayor La Grotta Verde Grand Resort,107572,Pantour,All Inclusive
"8.9. - 15.9.
							(8 dní)",22290,Corfu,Aeolos Beach Resort,88557,Blue Style,All Inclusive
"9.9. - 16.9.
							(8 dní)",22526,Corfu,Aeolos Beach Resort,88557,Exim Tours,All Inclusive
"10.9. - 17.9.
							(8 dní)",26726,Corfu,Aeolos Beach Resort,88557,Alexandria,All Inclusive
"9.9. - 16.9.
							(8 dní)",18341,Corfu,Blue Princess Beach,102632,Exim Tours,All Inclusive
"10.9. - 17.9.
							(8 dní)",15572,Corfu,Mimosa,35784,Alexandria,Polopenze
"8.9. - 15.9.
							(8 dní)",15397,Corfu,Magna Graecia,72678,Čedok,All Inclusive
"9.9. - 16.9.
							(8 dní)",24590,Corfu,Magna Graecia,72678,,All Inclusive
"9.9. - 16.9.
							(8 dní)",12790,Corfu,Vila Maria,99082,Inex,Bez stravy
"8.9. - 15.9.
							(8 dní)",16290,Corfu,Gemini,8214,Blue Style,All Inclusive
"8.9. - 15.9.
							(8 dní)",13490,Corfu,Gemini,8214,Blue Style,Polopenze
"8.9. - 15.9.
							(8 dní)",15006,Corfu,Gemini,8214,Solartour SK,Snídaně
"9.9. - 16.9.
							(8 dní)",16356,Corfu,Saint George Garden,111685,Exim Tours,All Inclusive
"9.9. - 16.9.
							(8 dní)",17290,Corfu,Odysseus,25909,Inex,Polopenze
"10.6. - 17.6.
							(8 dní)",10990,Corfu,Pantheon Hall,63722,AGL travel (Agrolex),Polopenze
"10.6. - 17.6.
							(8 dní)",15696,Corfu,Pantheon Hall,63722,AGL travel (Agrolex),All Inclusive
"10.6. - 17.6.
							(8 dní)",14890,Corfu,Nautilus,8716,Pantour,All Inclusive
"10.6. - 17.6.
							(8 dní)",13390,Corfu,Nautilus,8716,,Polopenze
"10.6. - 17.6.
							(8 dní)",14350,Corfu,Nautilus,8716,Pantour,Snídaně
"10.6. - 17.6.
							(8 dní)",16256,Corfu,Saint George Palace,111692,Exim Tours,All Inclusive
"9.6. - 16.6.
							(8 dní)",14790,Corfu,Corfu Belvedere,24553,Blue Style,All Inclusive
"10.6. - 17.6.
							(8 dní)",13990,Corfu,Corfu Belvedere,24553,Pantour,All Inclusive
"10.6. - 17.6.
							(8 dní)",16090,Corfu,Alkionis,7639,Pantour,All Inclusive
"10.6. - 17.6.
							(8 dní)",11890,Corfu,Alkionis,7639,,Polopenze
"9.6. - 16.6.
							(8 dní)",18031,Corfu,Aeolos Beach Resort,88557,Čedok,All Inclusive
"10.6. - 17.6.
							(8 dní)",17676,Corfu,Blue Princess Beach,102632,Exim Tours,All Inclusive
"11.6. - 18.6.
							(8 dní)",16456,Corfu,Mimosa,35784,Alexandria,Polopenze
"25.8. - 1.9.
							(8 dní)",21551,Corfu,Aeolos Beach Resort,88557,Čedok,All Inclusive
"26.8. - 2.9.
							(8 dní)",23050,Corfu,Aeolos Beach Resort,88557,,All Inclusive
"27.8. - 3.9.
							(8 dní)",26726,Corfu,Aeolos Beach Resort,88557,Electra Tours,All Inclusive
"26.8. - 2.9.
							(8 dní)",18246,Corfu,Blue Princess Beach,102632,Exim Tours,All Inclusive
"27.8. - 3.9.
							(8 dní)",18236,Corfu,Mimosa,35784,Alexandria,Polopenze
"25.8. - 1.9.
							(8 dní)",17767,Corfu,Magna Graecia,72678,Čedok,All Inclusive
"26.8. - 2.9.
							(8 dní)",28490,Corfu,Magna Graecia,72678,,All Inclusive
"26.8. - 2.9.
							(8 dní)",13890,Corfu,Vila Maria,99082,Inex,Bez stravy
"25.8. - 1.9.
							(8 dní)",18013,Corfu,Gemini,8214,Solartour SK,Snídaně
"25.8. - 1.9.
							(8 dní)",14590,Corfu,Gemini,8214,Blue Style,Polopenze
"25.8. - 1.9.
							(8 dní)",17690,Corfu,Gemini,8214,Blue Style,All Inclusive
"26.8. - 2.9.
							(8 dní)",16166,Corfu,Saint George Garden,111685,Exim Tours,All Inclusive
"26.8. - 2.9.
							(8 dní)",19290,Corfu,Odysseus,25909,Inex,Polopenze
"4.8. - 11.8.
							(8 dní)",21551,Corfu,Aeolos Beach Resort,88557,Čedok,All Inclusive
"5.8. - 12.8.
							(8 dní)",26766,Corfu,Aeolos Beach Resort,88557,,All Inclusive
"5.8. - 12.8.
							(8 dní)",18716,Corfu,Blue Princess Beach,102632,Exim Tours,All Inclusive
"6.8. - 13.8.
							(8 dní)",18236,Corfu,Mimosa,35784,Alexandria,Polopenze
"4.8. - 11.8.
							(8 dní)",18557,Corfu,Magna Graecia,72678,Čedok,All Inclusive
"5.8. - 12.8.
							(8 dní)",31390,Corfu,Magna Graecia,72678,,All Inclusive
"5.8. - 12.8.
							(8 dní)",14090,Corfu,Vila Maria,99082,Inex,Bez stravy
"4.8. - 11.8.
							(8 dní)",19790,Corfu,Gemini,8214,Blue Style,All Inclusive
"4.8. - 11.8.
							(8 dní)",16390,Corfu,Gemini,8214,Blue Style,Polopenze
"4.8. - 11.8.
							(8 dní)",17141,Corfu,Gemini,8214,Solartour SK,Snídaně
"5.8. - 12.8.
							(8 dní)",17866,Corfu,Saint George Garden,111685,Exim Tours,All Inclusive
"5.8. - 12.8.
							(8 dní)",19590,Corfu,Odysseus,25909,Inex,Polopenze
"3.6. - 10.6.
							(8 dní)",14181,Corfu,Saint George Palace,111692,Exim Tours,All Inclusive
"2.6. - 9.6.
							(8 dní)",17195,Corfu,Messonghi Beach,8657,Čedok,All Inclusive
"2.6. - 9.6.
							(8 dní)",13272,Corfu,Corfu Belvedere,24553,Čedok,All Inclusive
